"FFMC","DMC","DC","ISI","temp","RH","wind","area","weekend","avg_temp","avg_wind"
91.6,112.4,573,2.29253475714054,21.4,42,3.1,1.65822807660353,0,21.5,5
91.1,141.1,629.1,2.09186406167839,19.3,39,3.6,0.940007258491471,0,21.5,5
94.3,167.6,684.4,2.63905732961526,21.8,53,3.1,2.02022218201986,0,21.5,5
93.7,102.2,550.3,2.74727091425549,22.1,54,7.6,0.582215619852664,0,21.5,5
94.3,131.7,607.1,3.16547504814109,19.4,55,4,0.157003748809665,0,21.5,5
92.1,152.6,658.2,2.72785282839839,23.7,24,3.1,0,0,21.5,5
92.1,152.6,658.2,2.72785282839839,21,32,3.1,0,0,21.5,5
92.1,152.6,658.2,2.72785282839839,19.1,53,2.7,1.68639895357023,0,21.5,5
92.1,152.6,658.2,2.72785282839839,21.8,56,3.1,0.418710334858185,0,21.5,5
92.1,152.6,658.2,2.72785282839839,20.1,58,4.5,2.32922702394047,0,21.5,5
92.1,152.6,658.2,2.72785282839839,20.2,47,4,1.40854497005471,0,21.5,5
84.4,27.2,353.5,2.05412373369555,4.8,57,8.5,2.30058309032337,1,5.5,4
84,27.8,354.6,1.84054963339749,5.1,61,8,2.50061594349318,0,5.5,4
84.6,26.4,352,1.09861228866811,5.1,61,4.9,1.8531680973567,0,5.5,4
85.4,25.4,349.7,1.28093384546206,4.6,21,8.5,2.93651291389402,0,5.5,4
85.4,25.4,349.7,1.28093384546206,4.6,21,8.5,2.46214966266538,0,5.5,4
85.4,25.4,349.7,1.28093384546206,4.6,21,8.5,3.13679771383259,0,5.5,4
85.4,25.4,349.7,1.28093384546206,4.6,21,8.5,2.3767644911683,0,5.5,4
84.7,26.7,352.6,1.62924053973028,2.2,59,4.9,2.32922702394047,0,5.5,4
85.4,25.4,349.7,1.28093384546206,5.1,24,8.5,3.24921102466427,0,5.5,4
84.9,27.5,353.5,1.48160454092422,4.2,51,4,0,1,6,6
86.9,6.6,18.7,1.43508452528932,8.8,35,3.1,0.741937344729377,0,6,6
85.2,4.9,15.8,1.98787434815435,7.5,46,8,3.22843003767301,0,6,6
93.9,169.7,411.8,2.58776403522771,23.4,40,6.3,0,1,21.5,5
91.2,183.1,437.7,2.60268968544438,12.6,90,7.6,0,0,21.5,5
91.6,104.2,474.9,2.30258509299405,22.1,49,2.7,0,1,21.5,5
91.6,104.2,474.9,2.30258509299405,24.2,32,1.8,0,1,21.5,5
91.6,104.2,474.9,2.30258509299405,24.3,30,1.8,0,1,21.5,5
91.6,104.2,474.9,2.30258509299405,18.7,53,1.8,0,1,21.5,5
91.6,104.2,474.9,2.30258509299405,25.3,39,0.9,2.19722457733622,1,21.5,5
91.6,100.2,466.3,1.98787434815435,22.9,40,1.3,1.29198368164865,0,21.5,5
93.1,180.4,430.8,2.484906649788,26.9,28,5.4,4.47106720146461,0,21.5,5
92.3,88.8,440.9,2.2512917986065,17.1,67,3.6,2.02419306744936,0,21.5,5
93.1,180.4,430.8,2.484906649788,22.2,48,1.3,0,1,19,5
90.4,89.5,290.8,2.00148000021012,14.3,46,1.8,0.641853886172395,1,19,5
90.4,89.5,290.8,2.00148000021012,15.4,45,2.2,0,1,19,5
91.2,147.8,377.2,2.61739583283408,19.6,43,4.9,0,0,19,5
90.4,93.3,298.1,2.14006616349627,20.7,25,4.9,0,0,19,5
90.4,93.3,298.1,2.14006616349627,19.1,39,5.4,1.50851199384414,0,19,5
91.1,94.1,232.1,2.09186406167839,19.2,38,4.5,0,0,19,5
91.1,94.1,232.1,2.09186406167839,19.2,38,4.5,0,0,19,5
85.1,28,113.8,1.50407739677627,11.3,94,4.9,0,1,14,5
89.6,84.1,714.3,1.90210752639692,19,52,2.2,0,1,18.5,4
89.6,84.1,714.3,1.90210752639692,17.1,53,5.4,0.343589704390077,1,18.5,4
89.6,84.1,714.3,1.90210752639692,23.8,35,3.6,1.8213182714696,1,18.5,4
92.4,105.8,758.1,2.3887627892351,16,45,1.8,0,1,18.5,4
92.4,105.8,758.1,2.3887627892351,24.9,27,2.2,0,1,18.5,4
92.4,105.8,758.1,2.3887627892351,25.3,27,2.7,0,1,18.5,4
92.4,105.8,758.1,2.3887627892351,24.8,28,1.8,2.72719901994097,1,18.5,4
92.6,115.4,777.1,2.28238238567653,24.3,27,4.9,0,0,18.5,4
92.6,115.4,777.1,2.28238238567653,19.7,41,1.8,0.947789398933526,0,18.5,4
91.2,134.7,817.5,2.10413415427021,18.5,30,2.7,0,0,18.5,4
92.4,96.2,739.4,2.26176309847379,18.6,24,5.8,0,0,18.5,4
92.4,96.2,739.4,2.26176309847379,19.2,24,4.9,1.56444054650336,0,18.5,4
92.8,119,783.5,2.14006616349627,21.6,27,2.2,0,0,18.5,4
92.8,119,783.5,2.14006616349627,21.6,28,6.3,1.68824909285839,0,18.5,4
92.8,119,783.5,2.14006616349627,18.9,34,7.2,3.56558123776944,0,18.5,4
92.8,119,783.5,2.14006616349627,16.8,28,4,2.10535292346434,0,18.5,4
92.8,119,783.5,2.14006616349627,16.8,28,4,0.698134722070984,0,18.5,4
90.7,136.9,822.8,2.05412373369555,12.9,39,2.7,1.15688119679209,0,18.5,4
88.1,53.3,726.9,1.85629799036563,13.7,56,1.8,1.69009581545155,0,18.5,4
92.2,102.3,751.5,2.24070968927596,24.2,27,3.1,0,1,18.5,4
92.2,102.3,751.5,2.24070968927596,24.1,27,3.1,0,1,18.5,4
92.2,102.3,751.5,2.24070968927596,21.2,32,2.2,0,1,18.5,4
92.2,102.3,751.5,2.24070968927596,19.7,35,1.8,0,1,18.5,4
92.2,102.3,751.5,2.24070968927596,23.5,27,4,1.4655675420144,1,18.5,4
92.2,102.3,751.5,2.24070968927596,24.2,27,3.1,2.02551319965428,1,18.5,4
91.2,124.4,795.3,2.2512917986065,21.5,28,4.5,2.81180943539306,1,18.5,4
91.2,124.4,795.3,2.2512917986065,17.1,41,2.2,2.50307395374345,1,18.5,4
92.1,87.7,721.1,2.35137525716348,18.1,54,3.1,1.14103300455206,0,18.5,4
91.6,108.4,764,1.97408102602201,18,51,5.4,0,0,18.5,4
91.6,108.4,764,1.97408102602201,9.8,86,1.8,0,0,18.5,4
91.6,108.4,764,1.97408102602201,19.3,44,2.2,0,0,18.5,4
91.6,108.4,764,1.97408102602201,23,34,2.2,4.04375277610604,0,18.5,4
91.6,108.4,764,1.97408102602201,22.7,35,2.2,2.13771044980381,0,18.5,4
91.6,108.4,764,1.97408102602201,20.4,41,1.8,0.904218150639886,0,18.5,4
91.6,108.4,764,1.97408102602201,19.3,44,2.2,1.5953389880546,0,18.5,4
91.9,111.7,770.3,2.01490302054226,15.7,51,2.2,0,0,18.5,4
91.5,130.1,807.1,2.14006616349627,20.6,37,1.8,0,0,18.5,4
91.5,130.1,807.1,2.14006616349627,15.9,51,4.5,1.15688119679209,0,18.5,4
91.5,130.1,807.1,2.14006616349627,12.2,66,4.9,1.96009478404727,0,18.5,4
91.5,130.1,807.1,2.14006616349627,16.8,43,3.1,1.9213246735827,0,18.5,4
91.5,130.1,807.1,2.14006616349627,21.3,35,2.2,3.37382618486602,0,18.5,4
92.1,99,745.3,2.36085400111802,10.1,75,3.6,0,0,18.5,4
92.1,99,745.3,2.36085400111802,17.4,57,4.5,0,0,18.5,4
92.1,99,745.3,2.36085400111802,12.8,64,3.6,0.970778917158225,0,18.5,4
92.1,99,745.3,2.36085400111802,10.1,75,3.6,1.54968790802833,0,18.5,4
92.1,99,745.3,2.36085400111802,15.4,53,6.3,2.11745960886736,0,18.5,4
92.1,99,745.3,2.36085400111802,20.6,43,3.6,1.10856261952128,0,18.5,4
92.1,99,745.3,2.36085400111802,19.8,47,2.7,1.00063188030791,0,18.5,4
92.1,99,745.3,2.36085400111802,18.7,50,2.2,1.94161522477243,0,18.5,4
92.1,99,745.3,2.36085400111802,20.8,35,4.9,2.64333388638252,0,18.5,4
92.1,99,745.3,2.36085400111802,20.8,35,4.9,0.815364813284194,0,18.5,4
92.5,122,789.7,2.41591377830105,15.9,55,3.6,0,0,18.5,4
92.5,122,789.7,2.41591377830105,19.7,39,2.7,0,0,18.5,4
92.5,122,789.7,2.41591377830105,21.1,39,2.2,2.21046980408624,0,18.5,4
92.5,122,789.7,2.41591377830105,18.4,42,2.2,0.73716406597672,0,18.5,4
92.5,122,789.7,2.41591377830105,17.3,45,4,1.59736533119983,0,18.5,4
88.2,55.2,732.3,2.53369681395743,15.2,64,3.1,0.418710334858185,0,18.5,4
91.9,111.7,770.3,2.01490302054226,15.9,53,2.2,1.36863942588117,0,18.5,4
91.9,111.7,770.3,2.01490302054226,21.1,35,2.7,1.89461685466776,0,18.5,4
91.9,111.7,770.3,2.01490302054226,19.6,45,3.1,3.04594998971461,0,18.5,4
91.1,132.3,812.1,2.60268968544438,15.9,38,5.4,1.01160091167848,0,18.5,4
91.1,132.3,812.1,2.60268968544438,16.4,27,3.6,0,0,18.5,4
91.2,94.3,744.4,2.24070968927596,16.8,47,4.9,2.61300665241532,1,18.5,4
91,276.3,825.1,2.09186406167839,13.8,77,7.6,0,1,18.5,4
91,276.3,825.1,2.09186406167839,13.8,77,7.6,2.48989419129904,1,18.5,4
91.9,133.6,520.5,2.19722457733622,14.2,58,4,0,0,21.5,5
92,203.2,664.5,2.2082744135228,10.4,75,0.9,0,1,21.5,5
94.8,222.4,698.6,2.70136121295141,20.3,42,2.7,0,0,21.5,5
90.3,290,855.3,2.12823170584927,10.3,78,4,2.96010509591084,0,18.5,4
91.2,94.3,744.4,2.24070968927596,15.4,57,4.9,3.69759139471596,1,18.5,4
92.1,207,672.6,2.21920348405499,21.1,54,2.2,0,0,21.5,5
93.7,231.1,715.1,2.24070968927596,21.9,42,2.2,5.16837950943364,1,21.5,5
90.9,18.9,30.6,2.19722457733622,8.7,51,5.8,0,0,9,6
93.7,101.3,458.8,2.55722731136763,19.3,39,7.2,2.16676536985151,0,21.5,5
90.7,194.1,643,2.05412373369555,16.2,63,2.7,2.85243910372751,0,21.5,5
95.2,217.7,690,2.94443897916644,28.2,29,1.8,1.92570744173779,0,21.5,5
91.6,248.4,753.8,1.98787434815435,20.5,58,2.7,3.78123071517812,0,21.5,5
91.6,273.8,819.1,2.16332302566054,21.3,44,4.5,2.57870052907436,1,21.5,5
91.6,181.3,613,2.15176220325946,20.9,50,2.2,2.83321334405622,1,21.5,5
90.5,96.7,750.5,2.51769647261099,20.6,55,5.4,3.2422016501717,1,18.5,4
90.9,18.9,30.6,2.19722457733622,11.6,48,5.4,0,0,9,6
94.8,227,706.7,2.56494935746154,23.3,34,3.1,3.39249294103201,0,21.5,5
94.8,227,706.7,2.56494935746154,23.3,34,3.1,0,0,21.5,5
84.7,9.5,58.3,1.62924053973028,7.5,71,6.3,2.39425228151987,0,6,6
91.1,91.3,738.1,2.10413415427021,20.7,46,2.7,3.43977686362963,0,18.5,4
91,276.3,825.1,2.09186406167839,21.9,43,4,4.27332721775054,1,18.5,4
93.4,15,25.6,2.51769647261099,15.2,19,7.6,0,0,9,6
84.1,4.6,46.7,1.16315080980568,5.3,68,1.8,0,0,6,6
85,9,56.9,1.50407739677627,10.1,62,1.8,3.96613233107518,1,6,6
90.5,96.7,750.5,2.51769647261099,20.4,55,4.9,1.53471436623816,1,18.5,4
91.6,181.3,613,2.15176220325946,24.3,33,3.6,1.53255686809814,1,21.5,5
93.7,231.1,715.1,2.24070968927596,25.9,32,3.1,0,1,21.5,5
93.3,49.5,297.7,2.70805020110221,28,34,4.5,0,0,19,5
93.3,49.5,297.7,2.70805020110221,28,34,4.5,2.21484617868604,0,19,5
91.1,88.2,731.7,2.23001440015921,22.8,46,4,1.78339121955754,0,18.5,4
94.8,227,706.7,2.56494935746154,25,36,4,0,0,21.5,5
90.7,194.1,643,2.05412373369555,21.3,41,3.6,0,0,21.5,5
87.9,84.8,725.1,1.54756250871601,21.8,34,2.2,1.95160817016995,0,18.5,4
94.6,212.1,680.9,2.35137525716348,27.9,27,2.2,0,0,21.5,5
87.1,291.3,860.6,1.6094379124341,17,67,4.9,1.5993875765806,1,18.5,4
84.7,8.2,55,1.3609765531356,14.2,46,4,0,1,6,6
90.3,290,855.3,2.12823170584927,19.9,44,3.1,2.17475172148416,0,18.5,4
92.3,96.2,450.2,2.57261223020711,23.4,31,5.4,0,0,21.5,5
84.1,7.3,52.8,1.30833281965018,14.7,42,2.7,0,0,6,6
84.6,3.2,43.6,1.45861502269952,8.2,53,9.4,1.7263316639056,0,6,6
92.3,92.1,442.1,2.37954613413017,22.8,27,4.5,0.966983846189673,0,21.5,5
93.7,231.1,715.1,2.24070968927596,26.4,33,3.6,0,1,21.5,5
93.6,235.1,723.1,2.40694510831829,24.1,50,4,0,1,21.5,5
94.8,222.4,698.6,2.70136121295141,27.5,27,4.9,6.61643994756459,0,21.5,5
92.7,164.1,575.8,2.29253475714054,26.3,39,3.1,2.08193842187842,0,21.5,5
93.4,17.3,28.3,2.3887627892351,13.8,24,5.8,0,0,9,6
92,203.2,664.5,2.2082744135228,24.9,42,5.4,1.23547147138531,1,21.5,5
91.6,181.3,613,2.15176220325946,24.8,36,4,1.39871688111845,1,21.5,5
91.7,191.4,635.9,2.17475172148416,26.2,36,4.5,5.22982437010274,0,21.5,5
95.2,217.7,690,2.94443897916644,30.8,19,4.5,0,0,21.5,5
88.9,263.1,795.9,1.82454929205105,29.3,27,3.6,1.98787434815435,1,21.5,5
91.2,94.3,744.4,2.24070968927596,22.3,48,4,0.542324290825362,1,18.5,4
93.7,231.1,715.1,2.24070968927596,26.9,31,3.6,1.78507048107726,1,21.5,5
91.6,248.4,753.8,1.98787434815435,20.4,56,2.2,0,0,21.5,5
91.6,248.4,753.8,1.98787434815435,20.4,56,2.2,0,0,21.5,5
92.1,207,672.6,2.21920348405499,27.9,33,2.2,1.20896034583698,0,21.5,5
94.8,222.4,698.6,2.70136121295141,26.2,34,5.8,0,0,21.5,5
91.6,181.3,613,2.15176220325946,24.6,44,4,1.43508452528932,1,21.5,5
89.7,287.2,849.3,2.05412373369555,19.4,45,3.6,0,0,18.5,4
92.1,178,605.3,2.36085400111802,23.3,40,4,1.99605993274078,1,21.5,5
94.8,222.4,698.6,2.70136121295141,23.9,38,6.7,0,0,21.5,5
93.6,235.1,723.1,2.40694510831829,20.9,66,4.9,2.79361608943186,1,21.5,5
90.6,269.8,811.2,1.87180217690159,22.2,45,3.6,0,0,21.5,5
90.8,84.7,376.6,1.88706964903238,23.8,51,1.8,0,1,21.5,5
92.1,207,672.6,2.21920348405499,26.8,35,1.3,0.431782416425538,0,21.5,5
89.4,253.6,768.4,2.37024374146786,14.2,73,2.7,0,1,21.5,5
93.7,231.1,715.1,2.24070968927596,23.6,53,4,2.00552585872967,1,21.5,5
91.1,91.3,738.1,2.10413415427021,19.1,46,2.2,0.285178942233662,0,18.5,4
90.3,290,855.3,2.12823170584927,16.2,58,3.6,0,0,18.5,4
92.1,207,672.6,2.21920348405499,25.5,29,1.8,0.802001585472027,0,21.5,5
87.9,24.9,41.6,1.54756250871601,10.9,64,3.1,1.47017584510059,0,10.5,6
90.7,80.9,368.3,2.87919845729804,14.8,78,8,0,0,21.5,5
90.3,290,855.3,2.12823170584927,16.2,58,3.6,2.39425228151987,0,18.5,4
94,47.9,100.7,2.45958884180371,17.3,80,4.5,0,1,21.5,5
92,203.2,664.5,2.2082744135228,19.1,70,2.2,0,1,21.5,5
93.4,17.3,28.3,2.3887627892351,8.9,35,8,0,0,9,6
89.7,284.9,844,2.40694510831829,10.5,77,4,0,0,18.5,4
91.6,181.3,613,2.15176220325946,19.3,61,4.9,0,1,21.5,5
95.2,217.7,690,2.94443897916644,23.4,49,5.4,2.00552585872967,0,21.5,5
90.5,196.8,649.9,2.85070650150373,11.8,88,4.9,2.37117788445966,0,21.5,5
91.5,238.2,730.6,2.14006616349627,17.7,65,4,0,0,21.5,5
89.4,266.2,803.3,1.88706964903238,17.4,54,3.1,0,0,21.5,5
91.6,248.4,753.8,1.98787434815435,16.8,56,3.1,0,0,21.5,5
94.6,160,567.2,2.87356463957978,17.9,48,2.7,0,0,21.5,5
91.6,248.4,753.8,1.98787434815435,16.6,59,2.7,0,0,21.5,5
91.7,191.4,635.9,2.17475172148416,19.9,50,4,4.42783617070518,0,21.5,5
93.7,231.1,715.1,2.24070968927596,18.9,64,4.9,1.46325540225602,1,21.5,5
91.6,273.8,819.1,2.16332302566054,15.5,72,8,1.07840958135059,1,21.5,5
93.7,231.1,715.1,2.24070968927596,18.9,64,4.9,0,1,21.5,5
93.7,231.1,715.1,2.24070968927596,18.9,64,4.9,0,1,21.5,5
91,276.3,825.1,2.09186406167839,14.5,76,7.6,1.54968790802833,1,18.5,4
75.1,4.4,16.2,1.06471073699243,4.6,82,6.3,1.85473426838944,0,6,6
75.1,4.4,16.2,1.06471073699243,5.1,77,5.4,1.14422279992016,0,6,6
79.5,3.6,15.3,1.02961941718116,4.6,59,0.9,2.05923883436232,1,6,6
87.2,15.1,36.9,2.09186406167839,10.2,45,5.8,1.43031124653666,0,9,6
90.2,18.5,41.1,2.11625551480255,11.2,41,5.4,1.87946504964716,0,9,6
91.3,20.6,43.5,2.2512917986065,13.3,27,3.6,2.02946317187359,0,9,6
91,14.6,25.6,2.58776403522771,13.7,33,9.4,4.1292289640756,1,10.5,6
91,14.6,25.6,2.58776403522771,17.6,27,5.8,0,1,10.5,6
89.6,25.4,73.7,1.90210752639692,18,40,4,3.67579421456528,0,14,5
88.2,96.2,229,1.7404661748405,14.3,79,4,1.07840958135059,0,19,5
90.5,61.1,252.6,2.34180580614733,24.5,50,3.1,4.26717679299494,1,19,5
93,103.8,316.7,2.46809953147162,26.4,35,2.7,2.40514168131914,0,19,5
93.7,121.7,350.2,2.94443897916644,22.7,40,9.4,1.43270073393405,0,19,5
93.5,85.3,395,2.3887627892351,27.2,28,1.3,1.01523067972906,0,21.5,5
93.7,101.3,423.4,2.75366071235426,26.1,45,4,2.12345842709661,1,21.5,5
93.7,101.3,423.4,2.75366071235426,18.2,82,4.5,1.16627093714192,1,21.5,5
89.2,103.9,431.6,2.00148000021012,22.6,57,4.9,5.63310962136115,0,21.5,5
93.2,114.4,560,2.35137525716348,30.2,25,4.5,1.32175583998232,0,21.5,5
93.2,114.4,560,2.35137525716348,30.2,22,4.9,0,0,21.5,5
94.9,130.3,587.1,2.71469474382088,23.4,40,5.8,0.828551817566148,1,21.5,5
94.9,130.3,587.1,2.71469474382088,31,27,5.4,0,1,21.5,5
94.9,130.3,587.1,2.71469474382088,33.1,25,4,3.31163730494951,1,21.5,5
95,135.5,596.3,3.10458667846607,30.6,28,3.6,1.12167756159911,0,21.5,5
95.1,141.3,605.8,2.92852352386054,24.1,43,6.3,1.09861228866811,0,21.5,5
95.1,141.3,605.8,2.92852352386054,26.4,34,3.6,2.85647020622048,0,21.5,5
95.1,141.3,605.8,2.92852352386054,19.4,71,7.6,3.8649313978943,0,21.5,5
95.1,141.3,605.8,2.92852352386054,20.6,58,1.3,0,0,21.5,5
95.1,141.3,605.8,2.92852352386054,28.7,33,4,0,0,21.5,5
95.8,152,624.1,2.69462718077007,32.4,21,4.5,0,0,21.5,5
95.9,158,633.6,2.50959926237837,32.4,27,2.2,0,0,21.5,5
95.9,158,633.6,2.50959926237837,27.5,29,4.5,3.79143604243903,0,21.5,5
96,164,643,2.70805020110221,30.8,30,4.9,2.26072088889535,1,21.5,5
96.2,175.5,661.8,2.87919845729804,23.9,42,2.2,0,0,21.5,5
96.2,175.5,661.8,2.87919845729804,32.6,26,3.1,1.32707500145992,0,21.5,5
96.1,181.1,671.2,2.72785282839839,32.3,27,2.2,2.75238601492226,0,21.5,5
96.1,181.1,671.2,2.72785282839839,33.3,26,2.7,3.72665681844797,0,21.5,5
96.1,181.1,671.2,2.72785282839839,27.3,63,4.9,2.46979301197795,0,21.5,5
96.1,181.1,671.2,2.72785282839839,21.6,65,4.9,0,0,21.5,5
96.1,181.1,671.2,2.72785282839839,21.6,65,4.9,0,0,21.5,5
96.1,181.1,671.2,2.72785282839839,20.7,69,4.9,0,0,21.5,5
94.5,139.4,689.1,3.04452243772342,29.2,30,4.9,1.08180517035173,0,21.5,5
94.5,139.4,689.1,3.04452243772342,28.9,29,4.9,3.92375392830384,0,21.5,5
91,163.2,744.4,2.40694510831829,26.7,35,1.8,1.91692261218206,0,21.5,5
91,166.9,752.6,2.09186406167839,18.5,73,8.5,0,0,21.5,5
91,166.9,752.6,2.09186406167839,25.9,41,3.6,0,0,21.5,5
91,166.9,752.6,2.09186406167839,25.9,41,3.6,0,0,21.5,5
91,166.9,752.6,2.09186406167839,21.1,71,7.6,1.15373158788919,0,21.5,5
91,166.9,752.6,2.09186406167839,18.2,62,5.4,0.357674444271816,0,21.5,5
81.6,56.7,665.6,1.06471073699243,27.8,35,2.7,0,1,21.5,5
81.6,56.7,665.6,1.06471073699243,27.8,32,2.7,2.006870848845,1,21.5,5
81.6,56.7,665.6,1.06471073699243,21.9,71,5.8,4.01259206034984,1,21.5,5
81.6,56.7,665.6,1.06471073699243,21.2,70,6.7,2.49815187653802,1,21.5,5
94.4,146,614.7,2.50959926237837,25.6,42,4,0,1,21.5,5
79.5,3,106.7,0.741937344729377,11.8,31,4.5,0,0,8.5,5
